"Colony","ObsRef","ObsDate","ObsTime","Loser","Winner","Context","NBCall","ObsType","SexWinner","SexLoser","InterractionType"
"Burda",1432,2017-05-19,"07:39:53","BUM002","G7M008",3,4,"Scan","M","M","Male"
"Burda",1432,2017-05-19,"07:39:53","BUM002","G7M008",3,3,"Scan","M","M","Male"
"Burda",1432,2017-05-19,"07:39:53","BUF004","BUF001",1,4,"Scan","F","F","Female"
"Burda",1432,2017-05-19,"07:39:53","BUM002","G7M008",2,1,"Scan","M","M","Male"
"Burda",1432,2017-05-19,"07:39:53","BUF004","G7M008",2,3,"Scan","M","F","Mixed"
"Burda",1432,2017-05-19,"07:39:53","BUF004","BUF001",2,2,"Scan","F","F","Female"
"Burda",1432,2017-05-19,"07:39:53","BUM002","G7M008",2,10,"Scan","M","M","Male"
"Burda",1432,2017-05-19,"07:39:53","BUM002","G7M008",3,2,"Scan","M","M","Male"
"Burda",1432,2017-05-19,"07:39:53","BUF004","BUF001",3,5,"Scan","F","F","Female"
"Burda",1432,2017-05-19,"07:39:53","BUF005","BUF004",3,21,"Scan","F","F","Female"
"Burda",1432,2017-05-19,"07:39:53","BUF004","G7M008",0,3,"Scan","M","F","Mixed"
"Burda",1432,2017-05-19,"07:39:53","BUF004","BUM002",1,8,"Scan","M","F","Mixed"
"Burda",1432,2017-05-19,"07:39:53","BUF004","G7M008",2,3,"Scan","M","F","Mixed"
"Burda",1432,2017-05-19,"07:39:53","BUF005","BUF004",3,17,"Scan","F","F","Female"
"Burda",1432,2017-05-19,"07:39:53","BUF005","BUF004",3,4,"Scan","F","F","Female"
"Burda",1432,2017-05-19,"07:39:53","BUM002","G7M008",2,2,"Scan","M","M","Male"
"Galileo",1433,2017-05-19,"07:39:53","GAM006","GAF002",2,6,"Scan","F","M","Mixed"
"Galileo",1433,2017-05-19,"07:39:53","GAF008","F2M006",2,1,"Scan","M","F","Mixed"
"Galileo",1433,2017-05-19,"07:39:53","GAF008","GAF004",3,3,"Scan","F","F","Female"
"Galileo",1433,2017-05-19,"07:39:53","GAF007","GAM006",3,5,"Scan","M","F","Mixed"
"Galileo",1433,2017-05-19,"07:39:53","GAF007","Z3F021",3,15,"Scan","F","F","Female"
"Galileo",1433,2017-05-19,"07:39:53","GAF007","GAM006",3,2,"Scan","M","F","Mixed"
"Galileo",1433,2017-05-19,"07:39:53","GAF002","GAF005",3,5,"Scan","F","F","Female"
"Galileo",1433,2017-05-19,"07:39:53","GAF002","GAF005",3,6,"Scan","F","F","Female"
"Galileo",1433,2017-05-19,"07:39:53","GAF007","GAF002",2,30,"Scan","F","F","Female"
"Hermes",1434,2014-08-31,"09:53:41","HEF001","KR7F010",3,10,"Focal","F","F","Female"
"Hermes",1434,2014-08-31,"09:53:41","HEF001","KR7F010",3,6,"Focal","F","F","Female"
"Gemsbok 1",1434,2017-05-16,"16:26:18","G1F021","G1M017",3,3,"Scan","M","F","Mixed"
"Gemsbok 1",1434,2017-05-16,"16:26:18","G1F021","G1M017",2,2,"Scan","M","F","Mixed"
"Gemsbok 1",1434,2017-05-16,"16:26:18","G1F022","G1F021",1,8,"Scan","F","F","Female"
"Gemsbok 1",1434,2017-05-16,"16:26:18","G1F021","G1M017",3,7,"Scan","M","F","Mixed"
"Gemsbok 1",1434,2017-05-16,"16:26:18","G1F022","G1F021",3,14,"Scan","F","F","Female"
"Gemsbok 1",1434,2017-05-16,"16:26:18","G1F021","G1M017",2,5,"Scan","M","F","Mixed"
"Gemsbok 1",1434,2017-05-16,"16:26:18","G1F021","G1M017",3,3,"Scan","M","F","Mixed"
"Gemsbok 1",1434,2017-05-16,"16:26:18","G1M026","G1M024",1,16,"Scan","M","M","Male"
"Gemsbok 1",1434,2017-05-16,"16:26:18","G1M026","G1M024",3,2,"Scan","M","M","Male"
"Gemsbok 1",1434,2017-05-16,"16:26:18","G1F021","G1M017",3,4,"Scan","M","F","Mixed"
"Gemsbok 1",1434,2017-05-16,"16:26:18","G1M032","G1M004",3,16,"Scan","M","M","Male"
"Gemsbok 1",1434,2017-05-16,"16:26:18","G1M032","G1M004",3,5,"Scan","M","M","Male"
"Gemsbok 4",1435,2017-05-03,"16:06:02","G4F006","G4M031",3,2,"Scan","M","F","Mixed"
"Gemsbok 4",1435,2017-05-03,"16:06:02","G4M034","G4M031",2,4,"Scan","M","M","Male"
"Gemsbok 4",1435,2017-05-03,"16:06:02","G4M034","G4M031",2,8,"Scan","M","M","Male"
"Gemsbok 4",1435,2017-05-03,"16:06:02","G4M021","G4F016",3,4,"Scan","F","M","Mixed"
"Gemsbok 4",1435,2017-05-03,"16:06:02","G4M034","G4M031",2,4,"Scan","M","M","Male"
"Gemsbok 4",1435,2017-05-03,"16:06:02","G4M034","G4M031",2,4,"Scan","M","M","Male"
"Gemsbok 4",1435,2017-05-03,"16:06:02","G4M021","G4F016",3,4,"Scan","F","M","Mixed"
"Gemsbok 4",1435,2017-05-03,"16:06:02","G4M034","G4M031",2,2,"Scan","M","M","Male"
"Gemsbok 4",1435,2017-05-03,"16:06:02","G4M034","G4M031",3,4,"Scan","M","M","Male"
"Gemsbok 4",1435,2017-05-03,"16:06:02","G4M034","G4F016",2,3,"Scan","F","M","Mixed"
"Gemsbok 4",1435,2017-05-03,"16:06:02","G4M034","G4F016",2,25,"Scan","F","M","Mixed"
"Gemsbok 4",1436,2017-05-12,"16:07:24","G4F006","G4F003",2,20,"Scan","F","F","Female"
"Gemsbok 4",1436,2017-05-12,"16:07:24","G4M041","G4M031",2,2,"Scan","M","M","Male"
"Gemsbok 4",1436,2017-05-12,"16:07:24","G4M039","NOM016",3,14,"Scan","M","M","Male"
"Gemsbok 4",1436,2017-05-12,"16:07:24","G4M039","NOM016",3,10,"Scan","M","M","Male"
"Gemsbok 4",1436,2017-05-12,"16:07:24","G4F022","G4M021",3,13,"Scan","M","F","Mixed"
"Gemsbok 4",1436,2017-05-12,"16:07:24","G4M039","NOM016",3,25,"Scan","M","M","Male"
"Gemsbok 4",1436,2017-05-12,"16:07:24","G4M034","G4F016",3,34,"Scan","F","M","Mixed"
"Gemsbok 4",1436,2017-05-12,"16:07:24","G4M039","G4F035",3,3,"Scan","F","M","Mixed"
"Gemsbok 4",1436,2017-05-12,"16:07:24","G4M034","G4F016",3,20,"Scan","F","M","Mixed"
"Gemsbok 4",1436,2017-05-12,"16:07:24","G4F043","G4M031",1,3,"Scan","M","F","Mixed"
"Curie",1437,2017-05-02,"16:09:50","CUM017","CUM005",2,8,"Scan","M","M","Male"
"Curie",1437,2017-05-02,"16:09:50","Z3M040","CUM005",3,2,"Scan","M","M","Male"
"Curie",1437,2017-05-02,"16:09:50","Z3M040","CUM005",3,1,"Scan","M","M","Male"
"Curie",1437,2017-05-02,"16:09:50","Z3M040","CUM005",3,2,"Scan","M","M","Male"
"Curie",1437,2017-05-02,"16:09:50","CUM017","CUM005",3,3,"Scan","M","M","Male"
"Curie",1437,2017-05-02,"16:09:50","CUM017","CUM005",2,2,"Scan","M","M","Male"
"Curie",1437,2017-05-02,"16:09:50","CUM014","CUM013",3,1,"Scan","M","M","Male"
"Hermes",1438,2014-08-31,"09:52:13","HEF003","BO50M005",3,9,"Focal","M","F","Mixed"
"Hermes",1438,2014-08-31,"09:52:13","HEF003","BO50M005",3,2,"Focal","M","F","Mixed"
"Hermes",1438,2014-08-31,"09:52:13","HEF003","KR7F010",3,13,"Focal","F","F","Female"
"Hermes",1439,2014-08-31,"10:43:28","HEF003","KR7F010",3,3,"Focal","F","F","Female"
"Hermes",1439,2014-08-31,"10:43:28","HEF003","KR7F010",3,1,"Focal","F","F","Female"
"Hermes",1439,2014-08-31,"10:43:28","HEF003","KR7F010",1,3,"Focal","F","F","Female"
"Hermes",1439,2014-08-31,"10:43:28","HEF003","KR7F010",1,30,"Focal","F","F","Female"
"Hermes",1439,2014-08-31,"10:43:28","HEF003","KR7F010",3,5,"Focal","F","F","Female"
"Hermes",1439,2014-08-31,"10:43:28","HEF003","KR7F010",3,3,"Focal","F","F","Female"
"Hermes",1439,2014-08-31,"10:43:28","HEF003","KR7F010",3,5,"Focal","F","F","Female"
"Hermes",1439,2014-08-31,"10:43:28","HEF003","KR7F010",3,2,"Focal","F","F","Female"
"Hermes",1439,2014-08-31,"10:43:28","HEF003","KR7F010",3,3,"Focal","F","F","Female"
"Hermes",1439,2014-08-31,"10:43:28","HEF003","KR7F010",3,13,"Focal","F","F","Female"
"Gemsbok 13",1439,2017-05-09,"16:08:35","ARF023","G13F005",3,20,"Scan","F","F","Female"
"Gemsbok 13",1439,2017-05-09,"16:08:35","G13M027","G13F004",3,6,"Scan","F","M","Mixed"
"Gemsbok 13",1439,2017-05-09,"16:08:35","G13F012","G13F001",3,8,"Scan","F","F","Female"
"Gemsbok 13",1439,2017-05-09,"16:08:35","ARF023","G13F005",3,5,"Scan","F","F","Female"
"Gemsbok 13",1439,2017-05-09,"16:08:35","ARF022","G13F007",3,5,"Scan","F","F","Female"
"Gemsbok 13",1439,2017-05-09,"16:08:35","G13F004","G13F005",3,6,"Scan","F","F","Female"
"Gemsbok 13",1439,2017-05-09,"16:08:35","G13F012","G13F010",2,10,"Scan","F","F","Female"
"Gemsbok 13",1439,2017-05-09,"16:08:35","ARM018","G13M022",3,5,"Scan","M","M","Male"
"Gemsbok 13",1439,2017-05-09,"16:08:35","ARF023","G13F005",3,10,"Scan","F","F","Female"
"Gemsbok 13",1439,2017-05-09,"16:08:35","ARF020","G13M006",3,10,"Scan","M","F","Mixed"
"Gemsbok 13",1439,2017-05-09,"16:08:35","G13F012","G13M023",2,10,"Scan","M","F","Mixed"
"Gemsbok 13",1439,2017-05-09,"16:08:35","ARF023","G13F005",3,20,"Scan","F","F","Female"
"Gemsbok 13",1439,2017-05-09,"16:08:35","G13F005","G13F001",3,1,"Scan","F","F","Female"
"Gemsbok 13",1439,2017-05-09,"16:08:35","G13F012","G13F010",3,2,"Scan","F","F","Female"
"Hermes",1440,2014-08-31,"15:08:30","HEF003","KR7F010",1,2,"Focal","F","F","Female"
"Hermes",1440,2014-08-31,"15:08:30","HEF003","KR7F010",3,5,"Focal","F","F","Female"
"Hermes",1440,2014-08-31,"15:08:30","HEF003","KR7F010",1,2,"Focal","F","F","Female"
"Hermes",1440,2014-08-31,"15:08:30","HEF003","KR7F010",3,5,"Focal","F","F","Female"
"Hermes",1440,2014-08-31,"15:08:30","HEF003","KR7F010",3,4,"Focal","F","F","Female"
"Hermes",1440,2014-08-31,"15:08:30","HEF003","KR7F010",3,10,"Focal","F","F","Female"
"Hermes",1440,2014-08-31,"15:08:30","HEF003","KR7F010",1,2,"Focal","F","F","Female"
"Hermes",1440,2014-08-31,"15:08:30","HEF003","KR7F010",1,6,"Focal","F","F","Female"
"Hermes",1440,2014-08-31,"15:08:30","HEF003","KR7F010",3,5,"Focal","F","F","Female"
"Hermes",1440,2014-08-31,"15:08:30","HEF003","KR7F010",1,3,"Focal","F","F","Female"
"Gemsbok 13",1440,2017-04-30,"16:09:02","ARF020","G13F010",3,10,"Scan","F","F","Female"
"Gemsbok 13",1440,2017-04-30,"16:09:02","ARF020","G13F010",3,20,"Scan","F","F","Female"
"Gemsbok 13",1440,2017-04-30,"16:09:02","G13F004","G13M006",3,4,"Scan","M","F","Mixed"
"Gemsbok 13",1440,2017-04-30,"16:09:02","G13F004","G13F001",3,2,"Scan","F","F","Female"
"Gemsbok 13",1440,2017-04-30,"16:09:02","G13M009","G13M002",3,8,"Scan","M","M","Male"
"Gemsbok 13",1440,2017-04-30,"16:09:02","G13F012","G13F010",3,3,"Scan","F","F","Female"
"Gemsbok 13",1440,2017-04-30,"16:09:02","G13F012","G13F010",3,1,"Scan","F","F","Female"
"Nowak",1441,2017-06-06,"07:22:46","NOF006","NOF002",3,2,"Scan","F","F","Female"
"Nowak",1441,2017-06-06,"07:22:46","NOF006","NOF002",3,12,"Scan","F","F","Female"
"Nowak",1441,2017-06-06,"07:22:46","NOF001","G3M007",3,6,"Scan","M","F","Mixed"
"Nowak",1441,2017-06-06,"07:22:46","G4F028","NOF002",3,10,"Scan","F","F","Female"
"Nowak",1441,2017-06-06,"07:22:46","NOM010","G3M007",3,11,"Scan","M","M","Male"
"Gemsbok 1",1442,2017-06-06,"07:22:46","G1M027","G1F021",2,15,"Scan","F","M","Mixed"
"Gemsbok 1",1442,2017-06-06,"07:22:46","G1M024","G1M017",3,12,"Scan","M","M","Male"
"Gemsbok 1",1442,2017-06-06,"07:22:46","G1M024","G1M017",3,5,"Scan","M","M","Male"
"Hermes",1443,2014-08-31,"15:38:22","HEM002","KR7F010",3,5,"Focal","F","M","Mixed"
"Nowak",1443,2017-06-01,"07:24:04","NOF019","NOF002",3,4,"Scan","F","F","Female"
"Nowak",1443,2017-06-01,"07:24:04","G4F028","NOF002",1,2,"Scan","F","F","Female"
"Nowak",1443,2017-06-01,"07:24:04","NOF002","NOF001",0,3,"Scan","F","F","Female"
"Nowak",1443,2017-06-01,"07:24:04","NOF007","NOF002",1,5,"Scan","F","F","Female"
"Nowak",1443,2017-06-01,"07:24:04","NOM018","G3M007",3,10,"Scan","M","M","Male"
"Nowak",1443,2017-06-01,"07:24:04","G4F028","NOF002",3,29,"Scan","F","F","Female"
"Nowak",1443,2017-06-01,"07:24:04","G4F028","NOF002",3,2,"Scan","F","F","Female"
"Nowak",1443,2017-06-01,"07:24:04","NOF019","G4F028",2,6,"Scan","F","F","Female"
"Nowak",1443,2017-06-01,"07:24:04","NOF019","NOF002",3,4,"Scan","F","F","Female"
"Nowak",1443,2017-06-01,"07:24:04","NOF007","NOF002",0,29,"Scan","F","F","Female"
"Nowak",1443,2017-06-01,"07:24:04","NOF006","NOM004",2,2,"Scan","M","F","Mixed"
"Nowak",1443,2017-06-01,"07:24:04","NOM018","G3M007",3,3,"Scan","M","M","Male"
"Hermes",1444,2014-08-31,"17:39:50","HEF003","HEM002",2,2,"Focal","M","F","Mixed"
"Gemsbok 1",1444,2017-06-01,"07:24:04","G1F049","G1M032",3,2,"Scan","M","F","Mixed"
"Gemsbok 1",1444,2017-06-01,"07:24:04","G1M026","G1M004",3,2,"Scan","M","M","Male"
"Gemsbok 1",1444,2017-06-01,"07:24:04","G1M027","G1M024",3,2,"Scan","M","M","Male"
"Gemsbok 1",1444,2017-06-01,"07:24:04","G1M032","G1M026",3,8,"Scan","M","M","Male"
"Gemsbok 1",1444,2017-06-01,"07:24:04","G1M032","G1M017",3,2,"Scan","M","M","Male"
"Gemsbok 1",1444,2017-06-01,"07:24:04","G1M026","G1M004",3,5,"Scan","M","M","Male"
"Gemsbok 1",1444,2017-06-01,"07:24:04","G1M017","G1M004",3,3,"Scan","M","M","Male"
"Curie",1445,2017-06-08,"07:19:59","CUM014","CUM013",1,28,"Scan","M","M","Male"
"Curie",1445,2017-06-08,"07:19:59","CUM014","CUM004",3,4,"Scan","M","M","Male"
"Curie",1445,2017-06-08,"07:19:59","CUM014","CUM004",1,3,"Scan","M","M","Male"
"Curie",1445,2017-06-08,"07:19:59","CUM005","CUM004",3,2,"Scan","M","M","Male"
"Curie",1445,2017-06-08,"07:19:59","CUF006","CUM004",3,6,"Scan","M","F","Mixed"
"Curie",1445,2017-06-08,"07:19:59","CUF012","CUM004",1,4,"Scan","M","F","Mixed"
"Curie",1445,2017-06-08,"07:19:59","CUM014","CUM013",1,3,"Scan","M","M","Male"
"Curie",1445,2017-06-08,"07:19:59","CUM005","F9M003",3,3,"Scan","M","M","Male"
"Curie",1445,2017-06-08,"07:19:59","CUM013","CUM004",3,12,"Scan","M","M","Male"
"Curie",1445,2017-06-08,"07:19:59","CUM014","CUM013",3,2,"Scan","M","M","Male"
"Curie",1445,2017-06-08,"07:19:59","CUM013","CUM004",3,45,"Scan","M","M","Male"
"Curie",1446,2017-06-12,"07:09:39","CUM018","CUM013",3,20,"Scan","M","M","Male"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM017",3,20,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUM014","CUM013",1,5,"Scan","M","M","Male"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUF006",3,10,"Scan","F","F","Female"
"Curie",1446,2017-06-12,"07:09:39","CUF006","G1F006",3,6,"Scan","F","F","Female"
"Curie",1446,2017-06-12,"07:09:39","CUM014","CUM004",3,4,"Scan","M","M","Male"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM017",3,1,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM017",3,10,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUF006",3,4,"Scan","F","F","Female"
"Curie",1446,2017-06-12,"07:09:39","CUM013","F9M003",3,4,"Scan","M","M","Male"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM005",1,5,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUM014","CUM013",1,3,"Scan","M","M","Male"
"Curie",1446,2017-06-12,"07:09:39","CUF006","G1F006",3,5,"Scan","F","F","Female"
"Curie",1446,2017-06-12,"07:09:39","CUM004","F9M003",3,1,"Scan","M","M","Male"
"Curie",1446,2017-06-12,"07:09:39","CUM005","F9M003",3,4,"Scan","M","M","Male"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM013",1,4,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM013",3,3,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM017",3,11,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUM017","CUM013",3,2,"Scan","M","M","Male"
"Curie",1446,2017-06-12,"07:09:39","CUM022","G1F006",3,3,"Scan","F","M","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUF006","CUM004",3,3,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUM004","F9M003",3,5,"Scan","M","M","Male"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM013",3,6,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM017",3,6,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUM004","F9M003",3,20,"Scan","M","M","Male"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM004",0,2,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM017",3,10,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM017",3,6,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM013",3,6,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUF006","CUM014",3,12,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM004",3,1,"Scan","M","F","Mixed"
"Curie",1446,2017-06-12,"07:09:39","CUF012","CUM004",3,2,"Scan","M","F","Mixed"
"Nowak",1447,2017-02-04,"07:18:00","NOF006","NOF002",2,16,"Scan","F","F","Female"
"Nowak",1447,2017-02-04,"07:18:00","NOF002","NOF001",2,11,"Scan","F","F","Female"
"Nowak",1447,2017-02-04,"07:18:00","NOF007","NOF002",3,9,"Scan","F","F","Female"
"Nowak",1447,2017-02-04,"07:18:00","NOF002","NOF001",3,4,"Scan","F","F","Female"
"Nowak",1447,2017-02-04,"07:18:00","NOF007","NOF002",1,8,"Scan","F","F","Female"
"Gemsbok 11",1448,2017-02-04,"07:18:00","G11M004","G11M008",1,3,"Scan","M","M","Male"
"Gemsbok 11",1448,2017-02-04,"07:18:00","G11M004","G11M008",0,14,"Scan","M","M","Male"
"Gemsbok 11",1448,2017-02-04,"07:18:00","G11F010","G11M008",3,6,"Scan","M","F","Mixed"
"Gemsbok 11",1448,2017-02-04,"07:18:00","G11M004","G11M008",1,16,"Scan","M","M","Male"
"Gemsbok 11",1448,2017-02-04,"07:18:00","G11F021","G11F024",0,3,"Scan","F","F","Female"
"Gemsbok 11",1448,2017-02-04,"07:18:00","G11M025","G11M008",2,15,"Scan","M","M","Male"
"Curie",1449,2017-02-16,"07:17:36","CUF012","CUM013",2,4,"Scan","M","F","Mixed"
"Curie",1449,2017-02-16,"07:17:36","CUM018","CUM013",2,7,"Scan","M","M","Male"
"Galileo",1450,2017-02-16,"07:17:36","GAM001","Z3F021",1,1,"Scan","F","M","Mixed"
"Galileo",1450,2017-02-16,"07:17:36","GAF008","GAM006",3,4,"Scan","M","F","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M027","G13F012",2,9,"Scan","F","M","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M027","G13M006",3,1,"Scan","M","M","Male"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F012","G13F010",1,1,"Scan","F","F","Female"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M022","G13F005",2,1,"Scan","F","M","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M009","G13M002",3,15,"Scan","M","M","Male"
"Gemsbok 13",1451,2017-06-03,"13:08:31","ARM018","G13M027",0,5,"Scan","M","M","Male"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M027","G13M009",2,3,"Scan","M","M","Male"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M022","G13F005",2,3,"Scan","F","M","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","ARM018","G13F010",3,28,"Scan","F","M","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F012","G13F010",1,1,"Scan","F","F","Female"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F012","G13F010",1,3,"Scan","F","F","Female"
"Gemsbok 13",1451,2017-06-03,"13:08:31","ARF022","G13M006",2,5,"Scan","M","F","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F012","G13F010",0,2,"Scan","F","F","Female"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F012","G13F010",3,1,"Scan","F","F","Female"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M027","G13F012",2,5,"Scan","F","M","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","BSF006","G13F005",3,1,"Scan","F","F","Female"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M027","G13F012",2,5,"Scan","F","M","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M027","G13F010",2,9,"Scan","F","M","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F012","G13F010",3,38,"Scan","F","F","Female"
"Gemsbok 13",1451,2017-06-03,"13:08:31","ARF022","G13F012",1,15,"Scan","F","F","Female"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M009","G13F010",2,1,"Scan","F","M","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M027","G13F012",2,12,"Scan","F","M","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M009","G13M002",0,18,"Scan","M","M","Male"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F012","G13F010",3,4,"Scan","F","F","Female"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F005","G13M023",2,3,"Scan","M","F","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M027","G13F012",3,4,"Scan","F","M","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F010","G13M002",1,2,"Scan","M","F","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F010","G13M002",2,8,"Scan","M","F","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F012","G13F010",1,9,"Scan","F","F","Female"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F010","G13M002",2,6,"Scan","M","F","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F012","G13F010",2,4,"Scan","F","F","Female"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M027","G13M009",2,6,"Scan","M","M","Male"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F010","G13M002",3,5,"Scan","M","F","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F010","G13M002",3,5,"Scan","M","F","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F004","G13F007",3,2,"Scan","F","F","Female"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F004","G13M023",2,4,"Scan","M","F","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","ARM018","G13M022",2,6,"Scan","M","M","Male"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M027","G13F012",2,6,"Scan","F","M","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M027","G13M009",2,20,"Scan","M","M","Male"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13M027","G13M006",3,4,"Scan","M","M","Male"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F010","G13M002",1,5,"Scan","M","F","Mixed"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F012","G13F010",3,30,"Scan","F","F","Female"
"Gemsbok 13",1451,2017-06-03,"13:08:31","G13F010","G13M002",2,6,"Scan","M","F","Mixed"
"Tinbergen",1452,2017-06-27,"07:35:23","TIM006","GMF002",2,18,"Scan","F","M","Mixed"
"Tinbergen",1452,2017-06-27,"07:35:23","F1F001","TIM004",2,3,"Scan","M","F","Mixed"
"Tinbergen",1452,2017-06-27,"07:35:23","TIM012","F1F001",2,5,"Scan","F","M","Mixed"
"Tinbergen",1452,2017-06-27,"07:35:23","GMF002","TIF008",3,2,"Scan","F","F","Female"
"Tinbergen",1452,2017-06-27,"07:35:23","TIM011","TIF008",2,1,"Scan","F","M","Mixed"
"Tinbergen",1452,2017-06-27,"07:35:23","TIM004","F1F001",2,3,"Scan","F","M","Mixed"
"Tinbergen",1452,2017-06-27,"07:35:23","TIM004","F4M001",3,3,"Scan","M","M","Male"
"Tinbergen",1452,2017-06-27,"07:35:23","TIF008","TIM006",2,3,"Scan","M","F","Mixed"
"Tinbergen",1452,2017-06-27,"07:35:23","TIM012","TIM004",4,2,"Scan","M","M","Male"
"Tinbergen",1452,2017-06-27,"07:35:23","TIM004","F1F001",4,8,"Scan","F","M","Mixed"
"Tinbergen",1452,2017-06-27,"07:35:23","TIM011","TIM012",3,2,"Scan","M","M","Male"
"Tinbergen",1452,2017-06-27,"07:35:23","GMF002","TIM012",4,10,"Scan","M","F","Mixed"
"Tinbergen",1452,2017-06-27,"07:35:23","TIF019","GMF002",1,3,"Scan","F","F","Female"
"Tinbergen",1452,2017-06-27,"07:35:23","TIF019","TIM011",3,14,"Scan","M","F","Mixed"
"Tinbergen",1452,2017-06-27,"07:35:23","GMF002","TIM012",1,3,"Scan","M","F","Mixed"
"Tinbergen",1452,2017-06-27,"07:35:23","TIM004","F1F001",3,2,"Scan","F","M","Mixed"
"Gemsbok 1",1454,2016-11-01,"07:34:22","G1M024","G1M017",2,7,"Scan","M","M","Male"
"Gemsbok 1",1454,2016-11-01,"07:34:22","G1M027","G1M004",2,10,"Scan","M","M","Male"
"Gemsbok 1",1454,2016-11-01,"07:34:22","G1M027","G1F021",1,4,"Scan","F","M","Mixed"
"Gemsbok 1",1454,2016-11-01,"07:34:22","G1F021","G1M024",3,9,"Scan","M","F","Mixed"
"Gemsbok 1",1454,2016-11-01,"07:34:22","G1M027","G1M026",3,5,"Scan","M","M","Male"
"Gemsbok 1",1454,2016-11-01,"07:34:22","G1M032","G1F021",3,6,"Scan","F","M","Mixed"
"Gemsbok 1",1454,2016-11-01,"07:34:22","G1F021","G1M004",3,7,"Scan","M","F","Mixed"
"Gemsbok 1",1454,2016-11-01,"07:34:22","G1M027","G1F021",2,3,"Scan","F","M","Mixed"
