"Colony","ObsRef","ObsDate","ObsTime","Loser","Winner","Context","NBCall","ObsType","SexWinner","SexLoser","InterractionType"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F004","G4M001",3,10,"Scan","M","F","Mixed"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F016","G4M007",3,5,"Scan","M","F","Mixed"
"Gemsbok 4",27,2014-07-14,"07:02:54","G4F016","G4M007",3,6,"Scan","M","F","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11M004",1,4,"Scan","M","F","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11F007",4,25,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F003",1,20,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F015",2,5,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F010","G11F007",1,10,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F015","G11F010",1,5,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F007",4,3,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M012","G11M008",4,5,"Scan","M","M","Male"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F010","G11F007",1,6,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F010",4,4,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11M008",1,3,"Scan","M","F","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11F007",1,20,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M004","G11M008",1,10,"Scan","M","M","Male"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F007",1,20,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M004","G11M008",4,15,"Scan","M","M","Male"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F010","G11F007",2,30,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F007",2,6,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M004","G11M008",1,4,"Scan","M","M","Male"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F010","G11F007",1,2,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F015","G11M008",1,1,"Scan","M","F","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F015",1,1,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11F007",1,10,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F015","G11F010",2,10,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11F007",4,5,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11F011",1,3,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F010","G11F007",1,30,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M004","G11M008",1,15,"Scan","M","M","Male"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F015","G11M004",1,10,"Scan","M","F","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F015",1,2,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F007",1,15,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11F007",2,7,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F003",1,5,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11F011",1,6,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M016","G11F003",1,5,"Scan","F","M","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11M008",1,5,"Scan","M","F","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M004","G11M008",1,5,"Scan","M","M","Male"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F015",1,5,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M016","G11F007",1,5,"Scan","F","M","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F003",1,7,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F010","G11F007",1,1,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11F015",1,10,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M004","G11M008",4,10,"Scan","M","M","Male"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F015","G11F010",2,1,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11M008",2,20,"Scan","M","F","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11F015",1,2,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F015",2,2,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F010","G11F007",1,14,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F015","G11M004",1,2,"Scan","M","F","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F015","G11F010",1,1,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F010","G11F007",1,30,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F007",1,20,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11F007",1,15,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M008","G11M004",1,2,"Scan","M","M","Male"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M016","G11M004",4,5,"Scan","M","M","Male"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11M008",1,20,"Scan","M","F","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F007",1,15,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M004","G11M008",1,5,"Scan","M","M","Male"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M004","G11M008",2,3,"Scan","M","M","Male"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11M008",1,5,"Scan","M","F","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11F007",1,8,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M004","G11M012",1,8,"Scan","M","M","Male"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11F007",1,15,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11M008",4,10,"Scan","M","F","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11M008",4,15,"Scan","M","F","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F003","G11F007",1,8,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F010","G11F007",2,20,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F010","G11F007",2,30,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F007",1,6,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F015","G11M004",1,3,"Scan","M","F","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F007",2,30,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M016","G11F010",1,3,"Scan","F","M","Mixed"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11M016","G11M012",4,10,"Scan","M","M","Male"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F007",2,15,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F010","G11F003",2,8,"Scan","F","F","Female"
"Gemsbok 11",28,2014-04-18,"07:03:08","G11F011","G11F015",1,3,"Scan","F","F","Female"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M003","Z2M004",4,10,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M005","Z2M003",4,2,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M003","Z2M007",4,6,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M005","Z2M004",4,8,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M004","Z2F001",2,6,"Scan","F","M","Mixed"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M003","Z2M004",4,20,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M005","Z2M004",1,3,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M005","Z2M004",1,7,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M003","Z2M004",2,25,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M005","Z2M004",2,20,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2F006","Z2M004",1,8,"Scan","M","F","Mixed"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M007","Z2M004",2,20,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M003","Z2M004",4,3,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M007","Z2M004",2,10,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M005","Z2M004",4,5,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2F006","Z2M004",1,3,"Scan","M","F","Mixed"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M007","Z2M004",4,5,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M005","Z2M004",1,1,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M003","Z2F001",4,2,"Scan","F","M","Mixed"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M007","Z2M004",2,15,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M003","Z2M004",4,2,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M003","Z2M004",4,3,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M003","Z2M004",2,10,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M005","Z2M003",4,5,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M003","Z2M004",4,30,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M005","Z2M003",4,5,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M005","Z2M004",1,2,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M003","Z2M004",2,20,"Scan","M","M","Male"
"Zunki 2",29,2014-04-18,"07:03:08","Z2M003","Z2M004",4,20,"Scan","M","M","Male"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F011","G11F010",2,8,"Scan","F","F","Female"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F003","G11M012",1,3,"Scan","M","F","Mixed"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F003","G11F007",1,2,"Scan","F","F","Female"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F010","G11F007",1,10,"Scan","F","F","Female"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F010","G11F007",1,3,"Scan","F","F","Female"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F003","G11F007",1,8,"Scan","F","F","Female"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F007","G11F015",2,8,"Scan","F","F","Female"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F003","G11M008",1,3,"Scan","M","F","Mixed"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11M004","G11M008",4,10,"Scan","M","M","Male"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F010","G11F007",1,4,"Scan","F","F","Female"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F003","G11F010",1,7,"Scan","F","F","Female"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F011","G11M012",2,15,"Scan","M","F","Mixed"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F010","G11F007",1,6,"Scan","F","F","Female"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F011","G11F003",4,10,"Scan","F","F","Female"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F003","G11M012",4,5,"Scan","M","F","Mixed"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F010","G11F007",1,6,"Scan","F","F","Female"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F003","G11M012",2,15,"Scan","M","F","Mixed"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F015","G11M008",4,10,"Scan","M","F","Mixed"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F015","G11M012",1,5,"Scan","M","F","Mixed"
"Gemsbok 11",31,2014-04-25,"07:06:21","G11F003","G11F007",1,7,"Scan","F","F","Female"
"Zunki 2",32,2014-04-25,"07:06:21","Z2F006","Z2M004",2,15,"Scan","M","F","Mixed"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M005","Z2M004",2,3,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2F006","Z2M004",2,25,"Scan","M","F","Mixed"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",1,1,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",2,2,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M003","Z2M004",1,3,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",1,7,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M003","Z2F001",4,1,"Scan","F","M","Mixed"
"Zunki 2",32,2014-04-25,"07:06:21","Z2F006","Z2M003",4,5,"Scan","M","F","Mixed"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2F001",4,10,"Scan","F","M","Mixed"
"Zunki 2",32,2014-04-25,"07:06:21","Z2F006","Z2M004",1,10,"Scan","M","F","Mixed"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",1,5,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",1,3,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M003","Z2M004",2,3,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M005",4,2,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M003","Z2M004",1,2,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2F006","Z2M003",4,7,"Scan","M","F","Mixed"
"Zunki 2",32,2014-04-25,"07:06:21","Z2F006","Z2M004",1,10,"Scan","M","F","Mixed"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",1,3,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2F006","Z2M004",2,20,"Scan","M","F","Mixed"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M003","Z2M004",4,3,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2F006","Z2F001",1,10,"Scan","F","F","Female"
"Zunki 2",32,2014-04-25,"07:06:21","Z2F006","Z2M004",1,2,"Scan","M","F","Mixed"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",1,2,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M005","Z2M004",1,8,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",2,5,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",1,5,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M003","Z2M004",2,3,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",1,7,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M003","Z2M004",2,25,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",4,9,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M003","Z2M004",1,5,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2F006","Z2F001",4,6,"Scan","F","F","Female"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",4,15,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2F006","Z2M004",2,20,"Scan","M","F","Mixed"
"Zunki 2",32,2014-04-25,"07:06:21","Z2F006","Z2M004",1,5,"Scan","M","F","Mixed"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",2,4,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",2,6,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M005","Z2M004",1,12,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",2,5,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",1,5,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2F006","Z2F001",4,7,"Scan","F","F","Female"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M007","Z2M004",2,8,"Scan","M","M","Male"
"Zunki 2",32,2014-04-25,"07:06:21","Z2M005","Z2M004",2,3,"Scan","M","M","Male"
"Lonely 2",34,2014-05-02,"07:10:44","L2M002","L2M003",3,10,"Scan","M","M","Male"
"Lonely 2",34,2014-05-02,"07:10:44","L2M002","L2F004",1,3,"Scan","F","M","Mixed"
"Lonely 2",34,2014-05-02,"07:10:44","L2M002","L2M001",3,3,"Scan","M","M","Male"
"Lonely 2",34,2014-05-02,"07:10:44","L3F002","L2F004",2,30,"Scan","F","F","Female"
"Lonely 2",34,2014-05-02,"07:10:44","L2M002","L2F004",2,5,"Scan","F","M","Mixed"
"Lonely 2",34,2014-05-02,"07:10:44","L2M002","L2M001",1,8,"Scan","M","M","Male"
"Lonely 2",34,2014-05-02,"07:10:44","L2M002","L2M001",2,10,"Scan","M","M","Male"
"Lonely 2",34,2014-05-02,"07:10:44","L2M002","L3M001",3,5,"Scan","M","M","Male"
"Lonely 2",34,2014-05-02,"07:10:44","L2M002","L2F004",1,2,"Scan","F","M","Mixed"
"Lonely 2",34,2014-05-02,"07:10:44","L2M002","L2F004",2,10,"Scan","F","M","Mixed"
"Lonely 2",34,2014-05-02,"07:10:44","L3M001","L2M003",2,20,"Scan","M","M","Male"
"Lonely 2",34,2014-05-02,"07:10:44","L2M002","L2M007",1,4,"Scan","M","M","Male"
"Lonely 2",34,2014-05-02,"07:10:44","L2M012","L2F004",1,4,"Scan","F","M","Mixed"
"Lonely 2",34,2014-05-02,"07:10:44","L3F002","L2F004",2,15,"Scan","F","F","Female"
"Lonely 6",35,2014-05-02,"07:10:44","L6M009","L6M004",2,25,"Scan","M","M","Male"
"Lonely 6",35,2014-05-02,"07:10:44","L6F001","L6F008",1,10,"Scan","F","F","Female"
"Lonely 6",35,2014-05-02,"07:10:44","L6F001","L6F008",1,5,"Scan","F","F","Female"
"Lonely 6",35,2014-05-02,"07:10:44","L6M009","L6M004",3,10,"Scan","M","M","Male"
"Lonely 6",35,2014-05-02,"07:10:44","L6M009","L6F005",1,5,"Scan","F","M","Mixed"
"Lonely 6",35,2014-05-02,"07:10:44","L6F001","L6F008",1,10,"Scan","F","F","Female"
"Lonely 6",35,2014-05-02,"07:10:44","L6M009","L6M004",3,5,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,1,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M011","L7M003",1,4,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7M011","L7M003",2,3,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",3,5,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M011","L7M003",2,2,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F002","L7M003",1,4,"Scan","M","F","Mixed"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",2,2,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M006","L7F002",1,9,"Scan","F","M","Mixed"
"Lonely 7",36,2014-05-02,"07:10:44","L7M011","L7M003",2,3,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F002",2,8,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,25,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M006","L7M011",1,3,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F002","L7M003",1,4,"Scan","M","F","Mixed"
"Lonely 7",36,2014-05-02,"07:10:44","L7M006","L7M011",2,20,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,3,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,5,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M006","L7F007",1,2,"Scan","F","M","Mixed"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7M003",1,15,"Scan","M","F","Mixed"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7M003",1,5,"Scan","M","F","Mixed"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F002",1,8,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F007",1,15,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M006","L7M003",1,3,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,8,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F007",1,27,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,5,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F002",1,20,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F002",1,25,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M006","L7F002",1,4,"Scan","F","M","Mixed"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",2,4,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,4,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,3,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F002",2,2,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F002","L7M003",2,2,"Scan","M","F","Mixed"
"Lonely 7",36,2014-05-02,"07:10:44","L7M006","L7M011",1,15,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,6,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M006","L7M011",1,3,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F007",1,2,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F002","L7M003",1,2,"Scan","M","F","Mixed"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,2,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F007",3,10,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,1,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F002",1,43,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",2,3,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M006","L7M011",1,5,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7M011","L7M003",2,10,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,6,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,8,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F002",1,3,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M006","L7M011",3,25,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F002",1,4,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M011","L7M003",2,4,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F002","L7M011",1,1,"Scan","M","F","Mixed"
"Lonely 7",36,2014-05-02,"07:10:44","L7F002","L7M006",3,3,"Scan","M","F","Mixed"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F002",1,10,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,4,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,5,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,5,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M011","L7M003",2,3,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,4,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M006","L7M011",1,7,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7M006","L7M011",1,5,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F002",2,25,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,3,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,1,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M006","L7M003",1,5,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F002",1,1,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,2,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F009","L7F002",1,3,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,4,"Scan","F","F","Female"
"Lonely 7",36,2014-05-02,"07:10:44","L7M006","L7M003",1,5,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7M011","L7M003",1,7,"Scan","M","M","Male"
"Lonely 7",36,2014-05-02,"07:10:44","L7F007","L7F002",1,2,"Scan","F","F","Female"
